date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:23:19	2777/2777	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-ad9%22	https://portafolio-yormi.github.io/Jins-new-york/lib/jquery.mousewheel.min.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/lib/jquery.mousewheel.min.js	(from https://portafolio-yormi.github.io/Jins-new-york/galeria.html)
00:23:20	1760/1760	---M-Z	200	added ('OK')	text/css	etag:W/%225ca3ccfc-6e0%22	https://portafolio-yormi.github.io/Jins-new-york/css/formulario.css	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/css/formulario.css	(from https://portafolio-yormi.github.io/Jins-new-york/contacto.html)
00:23:23	85925/85925	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.5.2/jquery.min.js	C:/My%20Web%20Sites/GALERIA/ajax.googleapis.com/ajax/libs/jquery/1.5.2/jquery.min.js	(from https://portafolio-yormi.github.io/Jins-new-york/contacto.html)
00:23:23	110640/110640	---M--	200	added ('OK')	image/jpeg	etag:%225ca3ccfc-1b030%22	https://portafolio-yormi.github.io/Jins-new-york/img/baner-contac.jpg	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/baner-contac.jpg	(from https://portafolio-yormi.github.io/Jins-new-york/contacto.html)
00:23:23	724/724	---M--	200	added ('OK')	image/png	etag:%225ca3ccfc-2d4%22	https://portafolio-yormi.github.io/Jins-new-york/img/phone.png	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/phone.png	(from https://portafolio-yormi.github.io/Jins-new-york/contacto.html)
00:23:24	1096/1096	---M--	200	added ('OK')	image/png	etag:%225ca3ccfc-448%22	https://portafolio-yormi.github.io/Jins-new-york/img/email.png	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/email.png	(from https://portafolio-yormi.github.io/Jins-new-york/contacto.html)
00:23:24	480/480	---M--	200	added ('OK')	image/png	etag:%225ca3ccfc-1e0%22	https://portafolio-yormi.github.io/Jins-new-york/img/localizacion-2.png	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/img/localizacion-2.png	(from https://portafolio-yormi.github.io/Jins-new-york/contacto.html)
00:23:24	14170/14170	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ca3ccfc-375a%22	https://portafolio-yormi.github.io/Jins-new-york/js/formulario.js	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/js/formulario.js	(from https://portafolio-yormi.github.io/Jins-new-york/contacto.html)
00:23:25	2904/2904	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ca3ccfc-b58%22	https://portafolio-yormi.github.io/Jins-new-york/dist/fonts/lg.eot?n1z373	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/fonts/lgd641.eot	(from https://portafolio-yormi.github.io/Jins-new-york/dist/css/lightgallery.css)
00:23:25	2904/2904	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ca3ccfc-b58%22	https://portafolio-yormi.github.io/Jins-new-york/dist/fonts/lg.eot?	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/fonts/lgd41d.eot	(from https://portafolio-yormi.github.io/Jins-new-york/dist/css/lightgallery.css)
00:23:25	2836/2836	---M--	200	added ('OK')	font/woff	etag:%225ca3ccfc-b14%22	https://portafolio-yormi.github.io/Jins-new-york/dist/fonts/lg.woff?n1z373	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/fonts/lgd641.woff	(from https://portafolio-yormi.github.io/Jins-new-york/dist/css/lightgallery.css)
00:23:26	2760/2760	---M--	200	added ('OK')	font/ttf	etag:%225ca3ccfc-ac8%22	https://portafolio-yormi.github.io/Jins-new-york/dist/fonts/lg.ttf?n1z373	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/fonts/lgd641.ttf	(from https://portafolio-yormi.github.io/Jins-new-york/dist/css/lightgallery.css)
00:23:26	4689/4689	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ca3ccfc-1251%22	https://portafolio-yormi.github.io/Jins-new-york/dist/fonts/lg.svg?n1z373	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/fonts/lgd641.svg	(from https://portafolio-yormi.github.io/Jins-new-york/dist/css/lightgallery.css)
00:23:26	5428/5428	---M--	200	added ('OK')	image/png	etag:%225ca3ccfc-1534%22	https://portafolio-yormi.github.io/Jins-new-york/dist/img/vimeo-play.png	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/img/vimeo-play.png	(from https://portafolio-yormi.github.io/Jins-new-york/dist/css/lightgallery.css)
00:23:27	4526/4526	---M--	200	added ('OK')	image/png	etag:%225ca3ccfc-11ae%22	https://portafolio-yormi.github.io/Jins-new-york/dist/img/video-play.png	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/img/video-play.png	(from https://portafolio-yormi.github.io/Jins-new-york/dist/css/lightgallery.css)
00:23:27	5177/5177	---M--	200	added ('OK')	image/png	etag:%225ca3ccfc-1439%22	https://portafolio-yormi.github.io/Jins-new-york/dist/img/youtube-play.png	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/img/youtube-play.png	(from https://portafolio-yormi.github.io/Jins-new-york/dist/css/lightgallery.css)
00:23:27	4178/4178	---M--	200	added ('OK')	image/gif	etag:%225ca3ccfc-1052%22	https://portafolio-yormi.github.io/Jins-new-york/dist/img/loading.gif	C:/My%20Web%20Sites/GALERIA/portafolio-yormi.github.io/Jins-new-york/dist/img/loading.gif	(from https://portafolio-yormi.github.io/Jins-new-york/dist/css/lightgallery.css)
